country,description,points,price,variety,contains_location,country_from_location,keywords
Italy,"Smokey tones of charcoal and dark granite or slate rise from the nose of this Lazio-based Petit Verdot. Dusty mineral notes are followed by dark, ripe fruit and the wine is long-lasting and penetrating on the close.",88,24.0,Petite Verdot,True,Italy,"['smokey tones', 'charcoal', 'dark granite', 'slate', 'dusty mineral notes', 'dark ripe fruit', 'long-lasting', 'penetrating']"
US,"Kind of tough in the mouth at this time, with aggressive tannins that effectively bury the blackberry flavors. There's also a streak of hung meat or smoky leather that adds dimension. Best to let it soften for a few years.",87,26.0,Zinfandel,False,None,"['tough', 'aggressive tannins', 'blackberry flavors', 'hung meat', 'smoky leather', 'dimension', 'soften', 'years']"
Italy,"This is a difficult wine to understand, with a very specific philosophy behind it. Light, elegant and ethereal, the 60-40 blend of Nero d'Avola and Frappato is aged in terracotta amphorae in a studied attempt to present as pure a product as nature allows. It offers loads of bright fruit, wild berries, earth, spice and impressive complexity.",91,40.0,Red Blend,True,Italy,"[""Nero d'Avola"", 'Frappato', 'terracotta amphorae', 'bright fruit', 'wild berries', 'earth', 'spice', 'complexity']"
Italy,"Here's an oak-aged Chardonnay from northern Italy that offers the bright intensity of peach, melon and yellow flower backed by the elegance of toast and roasted nut. The wine is creamy and soft in the mouth with some bitter almond notes on the close.",88,30.0,Chardonnay,True,Italy,"['oak-aged', 'Chardonnay', 'northern Italy', 'bright intensity', 'peach', 'melon', 'yellow flower', 'elegance', 'toast', 'roasted nut', 'creamy', 'soft', 'bitter almond']"
US,"Defines a style entirely separate from Napa's. Has those rustic Dry Creek tannins and even a briary edge to the blackberries and cherries, and is totally dry. Well-made and elegant.",88,13.0,Cabernet Sauvignon,True,US,"['rustic', 'Dry Creek', 'tannins', 'briary', 'blackberries', 'cherries', 'dry', 'well-made', 'elegant']"
US,"Oaky and ripe, with powerful tropical pineapple, kumquat, mineral and floral aromas and flavors. New oak adds smoke, vanilla and char. The bottom line is of a flavorful, acidic and elegant Chard with a lingering, spicy finish.",90,28.0,Chardonnay,False,None,"['Oaky', 'ripe', 'tropical', 'pineapple', 'kumquat', 'mineral', 'floral', 'smoke', 'vanilla', 'char', 'flavorful', 'acidic', 'elegant', 'Chard', 'lingering', 'spicy', 'finish']"
Spain,"Smooth and ripe smelling, with clean berry aromas. Cherry, plum and pepper are the lead flavors, and the feel is tangy, zippy and clampy, but exceedingly fresh. Not a lot of richness, depth or body here, but it's pure, clean wine with common appeal.",87,14.0,Tempranillo,False,None,"['smooth', 'ripe', 'clean', 'berry aromas', 'cherry', 'plum', 'pepper', 'tangy', 'zippy', 'clampy', 'fresh', 'pure', 'common appeal']"
US,"Just a single barrel was made, pure Sangiovese from the Candy Mountain Vineyard. Tight, tart and dark, it captures black cherry fruit with black licorice and a whiff of smoke. At this point in time the tannins and acids seem to be fighting it out for control.",88,50.0,Sangiovese,True,US,"['Sangiovese', 'Candy Mountain Vineyard', 'tight', 'tart', 'dark', 'black cherry', 'black licorice', 'smoke', 'tannins', 'acids']"
US,"Something like a cross between a silky Pinot Noir and a soft Merlot, this is a gentle, fruity wine, with berry, tobacco, cola and spice flavors. A nice scour of tannins suggests this will pair with rich, oily meats and cheeses.",86,16.0,Sangiovese,False,None,"['silky', 'Pinot Noir', 'soft Merlot', 'gentle', 'fruity', 'berry', 'tobacco', 'cola', 'spice', 'tannins', 'rich', 'oily meats', 'cheeses']"
US,"Simple cherry fruit, with a delicately earthy base, defines this everyday Merlot. It keeps its herbal component in check, balanced appropriately against rather light fruit.",87,18.0,Merlot,False,None,"['cherry fruit', 'earthy base', 'everyday Merlot', 'herbal component', 'light fruit']"
US,"Date and tar notes come nuanced with a funky, sweat-like aroma. The palate feels lax on attack, and it tastes a bit thin on flavor. Firm, upper-lip-grabbing tannins mark the finish.",83,26.0,Merlot,False,None,"['date', 'tar', 'funky', 'sweat-like aroma', 'palate', 'lax', 'thin flavor', 'firm tannins', 'upper-lip-grabbing', 'finish']"
France,"It's certainly tannic and tough at the moment, the wine also has so much fruit. That will allow it to round out, bringing out the black currant fruitiness and resulting in a full, rich and perfumed wine. Wait until 2018.",88,24.0,Bordeaux-style Red Blend,False,None,"['tannic', 'tough', 'fruit', 'black currant', 'full', 'rich', 'perfumed', 'wait until 2018']"
US,"Crisp and refreshing with notes of grated ginger, white flowers and cantaloupe. This dry Riesling balances peachy fruit flavors with a steely backbone of slate and lime, tart acidity and a pleasantly long finish. Lovely all around.",89,16.0,Riesling,False,None,"['crisp', 'refreshing', 'grated ginger', 'white flowers', 'cantaloupe', 'dry Riesling', 'peachy fruit flavors', 'steely backbone', 'slate', 'lime', 'tart acidity', 'pleasantly long finish', 'lovely']"
US,"This is light and generic, the sort of low-priced Merlot that California cranks out by the boatload. Washington can do better. There's a spiffy new label, but where's the beef?",82,9.0,Merlot,True,US,"['light', 'generic', 'low-priced', 'Merlot', 'California', 'Washington', 'new label', 'beef']"
US,"Intense blueberry and blackberry notes penetrate through this fruity, forward Pinot Noir. Hints of savory herbs add elegance to an otherwise one-dimensional palate that finishes with big, coarse tannins.",84,22.0,Pinot Noir,False,None,"['blueberry', 'blackberry', 'fruity', 'forward', 'Pinot Noir', 'savory herbs', 'elegance', 'one-dimensional', 'palate', 'big', 'coarse tannins']"
US,"Easy to like for its crisp, mouthwatering acidity and flavors of lemons and limes, figs and vanilla. A nice, everyday wine to drink with roast chicken or as a cocktail sipper.",85,19.0,Pinot Gris,False,None,"['crisp', 'mouthwatering acidity', 'lemons', 'limes', 'figs', 'vanilla', 'everyday wine', 'roast chicken', 'cocktail sipper']"
France,"With its tobacco and fresh raspberry aromas, this is a light, perfumed, smoky wine of fragrant Cabernet Franc with a touch of blueberry tannins and an intense burst of finishing acidity.",85,14.0,Bordeaux-style Red Blend,False,None,"['tobacco', 'fresh raspberry', 'light', 'perfumed', 'smoky', 'fragrant', 'Cabernet Franc', 'blueberry tannins', 'intense burst', 'finishing acidity']"
US,"The Chelan region is Washington's newest AVA, but already showing great potential for Syrah, as this aromatic and explosively flavorful bottle proves. Ripe berries, plums and cherries are swept into a mix of smoke and rock and iron filings; as you taste through the wine there are citrusy acids and hints of resin and tar; it just keeps adding in the nuances.",90,27.0,Syrah,True,US,"['Chelan region', 'AVA', 'Syrah', 'aromatic', 'flavorful', 'ripe berries', 'plums', 'cherries', 'smoke', 'rock', 'iron filings', 'citrusy acids', 'resin', 'tar', 'nuances']"
France,"Well structured, balanced, giving tannins as well as acidity to balance fruit that moves in the direction of sweet plums, with hints of coffee and vanilla spice. The wine has a texture that promises aging, but also has a delicious juicy character.",91,55.0,Pinot Noir,False,None,"['well structured', 'balanced', 'tannins', 'acidity', 'sweet plums', 'hints of coffee', 'vanilla spice', 'texture', 'aging', 'juicy character']"
US,"Huge flavors of jammy blackberries and cherries dominate this Syrah, with a coating of sweet, caramelized oak. It's yummy, but not especially complex. Drink now.",86,26.0,Syrah,False,None,"['jammy blackberries', 'cherries', 'sweet', 'caramelized oak', 'yummy', 'not especially complex', 'drink now']"
US,"Thick and soft, this wine has simple, sweetish medicinal flavors of cherry and black raspberry Lifesavers. The oak just adds vanilla.",82,29.0,Merlot,False,None,"['thick', 'soft', 'simple', 'sweetish', 'medicinal flavors', 'cherry', 'black raspberry', 'Lifesavers', 'oak', 'vanilla']"
US,"Ripeness is both this wine's blessing and its challenge. It's super-fruit in jammy blackberries, blueberries, currants and cherries, brightened by that famous Edna Valley acidity. But it's all on the surface, without much complexity. So drink now.",86,24.0,Syrah,True,US,"['ripeness', 'blessing', 'challenge', 'super-fruit', 'jammy', 'blackberries', 'blueberries', 'currants', 'cherries', 'acidity', 'complexity', 'drink now']"
Italy,"Lush concentration and deep aromas of dark fruit and black cherry make an excellent first impression. This Dolcetto shows a dark, deep color and a chewy, almost inky texture.",88,20.0,Dolcetto,False,None,"['lush concentration', 'deep aromas', 'dark fruit', 'black cherry', 'excellent first impression', 'Dolcetto', 'dark color', 'chewy texture', 'inky texture']"
US,"A very nice Chardonnay that has the dusty, herbal tug that Napa Chards often display. Otherwise it's very rich, with potent pineapple pie and peach tart flavors, enriched with creamy lees and buttery new oak. Drink now–2012.",92,70.0,Chardonnay,True,US,"['Chardonnay', 'dusty', 'herbal', 'Napa', 'rich', 'pineapple pie', 'peach tart', 'creamy lees', 'buttery new oak', 'Drink now–2012']"
Italy,"Lightweight and thin in the mouth, this zesty white wine does a good job of keeping your palate refreshed and quenches your thirst (think hot summer day). It's an easy and informal wine that stays focused on simplicity.",85,14.0,Pinot Grigio,False,None,"['lightweight', 'thin', 'zesty', 'refreshing', 'quenches thirst', 'easy', 'informal', 'simplicity']"
France,"Old vines have produced a superconcentrated and ripe wine. It has notes of toast, spice and yellow fruit as well as bright acidity. With its structure, depth of flavor and density, it should age well over 3–4 years.",92,35.0,Sauvignon Blanc,False,None,"['old vines', 'superconcentrated', 'ripe wine', 'notes of toast', 'spice', 'yellow fruit', 'bright acidity', 'structure', 'depth of flavor', 'density', 'age well', '3–4 years']"
US,"The nose of this blend of 58% Syrah, 17% Cabernet Franc, 9% Merlot, 8% Malbec and 8% Petite Sirah is a touch funky, with sour blackberry, charcoal and dried meat aromas. Charred blueberry, sour black plum and savory meat flavors show on the palate.",86,32.0,Red Blend,False,None,"['Syrah', 'Cabernet Franc', 'Merlot', 'Malbec', 'Petite Sirah', 'funky', 'sour blackberry', 'charcoal', 'dried meat', 'charred blueberry', 'sour black plum', 'savory meat']"
US,"A rush of zippy, fresh fruit and spice aromas recommends this white from New York, offering the kind of clean fruit flavors and minerality that makes this region unique. The wine lacks real complexity and tends toward the austere but the beguiling spice saves the day.",84,18.0,Chardonnay,True,US,"['zippy', 'fresh fruit', 'spice aromas', 'clean fruit flavors', 'minerality', 'complexity', 'austere', 'beguiling spice']"
US,"Soft and sweetly fruity, with pie-filling flavors of blackberries, plums and cherries, spiced with anise and cinnamon. Easy to like. Drink now.",87,48.0,Bordeaux-style Red Blend,False,None,"['soft', 'sweetly fruity', 'pie-filling flavors', 'blackberries', 'plums', 'cherries', 'anise', 'cinnamon', 'easy to like', 'drink now']"
US,"If you know the Rhône-style wines of Saxum, which is probably Paso Robles' most expensive wine, this is nearly identical. Mostly Syrah, with 8% Grenache, the wine is decadently rich in milk chocolate, blackberry jam and sweet, smoky oak flavors. It's very high in alcohol, but unless you're an extremist in this regard, you can't help but be knocked out by the wine's sensuous pleasures.",92,95.0,Rhône-style Red Blend,True,US,"['Rhône-style', 'Saxum', 'Paso Robles', 'Syrah', 'Grenache', 'milk chocolate', 'blackberry jam', 'smoky oak', 'high alcohol', 'sensuous pleasures']"
US,"A bit on the soft, overripe side, with currant, licorice, cherry, cocoa and oak flavors. But it's dry, and the tannins are fancy. Drink it fresh out of the bottle with a grilled steak.",86,20.0,Cabernet Sauvignon,False,None,"['soft', 'overripe', 'currant', 'licorice', 'cherry', 'cocoa', 'oak', 'dry', 'tannins', 'fresh', 'grilled steak']"
US,"This beautiful wine further confirms the high level of quality in the Pinot Noirs from Dan Goldfield and Steve Dutton. It has a profusion of ripe black cherry and currant flavors, backed by firm acidity and fine-grained tannins, giving it grip. Its balance of concentrated fruit flavors and solid structure indicates a long life in the cellar. Best after 2020.",95,58.0,Pinot Noir,False,None,"['Pinot Noir', 'Dan Goldfield', 'Steve Dutton', 'ripe black cherry', 'currant flavors', 'firm acidity', 'fine-grained tannins', 'grip', 'balance', 'concentrated fruit flavors', 'solid structure', 'long life', 'cellar', 'Best after 2020']"
US,"Very rich, with bounteous flavors of crushed ripe blackberries, blueberries, dill, black pepper and dark chocolate, with firm, furry tannins. A bit bitter now, and might age for a couple years.",85,48.0,Syrah,False,None,"['rich', 'crushed ripe blackberries', 'blueberries', 'dill', 'black pepper', 'dark chocolate', 'firm tannins', 'furry tannins', 'bitter', 'age']"
US,"Aromas of vanilla and wood spice lead to elegant, somewhat dried out and dilute fruit flavors, followed by a short finish.",85,27.0,Cabernet Sauvignon,False,None,"['aromas', 'vanilla', 'wood spice', 'elegant', 'dried out', 'dilute fruit flavors', 'short finish']"
US,"A collaboration between Sonoma County-based winemaker Jesse Katz and Ken Forrester of South Africa, this 100% varietal red is robust and rich. Dark cherry, red currant and integrated oak flavors support its bold body.",93,100.0,Cabernet Sauvignon,True,US,"['collaboration', 'Sonoma County', 'winemaker', 'Jesse Katz', 'Ken Forrester', 'South Africa', '100% varietal', 'red', 'robust', 'rich', 'dark cherry', 'red currant', 'integrated oak', 'bold body']"
US,"An extraordinarily rich Pinot, fat and opulent in cherry compote, mocha and root beer flavors. Generously oaked, it offers spicy oak notes and a velvety texture. It's a big, fruit-forward wine, but manages to maintain delicacy and harmony throughout. Best now through 2008.",92,48.0,Pinot Noir,False,None,"['rich', 'Pinot', 'cherry compote', 'mocha', 'root beer', 'generously oaked', 'spicy oak notes', 'velvety texture', 'big', 'fruit-forward', 'delicacy', 'harmony', 'best now through 2008']"
France,"Relatively tight and closed up at this stage, this wine is all about freshness, poised but rich fruit and a structure that suggests long-term development. The wood is quite prominent, overshadowing what will be delicious yellow-fruit flavors. Come back to this wine in 5 years time—it will be magnificent.",94,110.0,Chardonnay,False,None,"['tight', 'freshness', 'rich fruit', 'structure', 'long-term development', 'wood', 'yellow-fruit flavors', 'magnificent']"
US,"This is a Pinot Noir-based blend, and it's quite a good dry, red wine of some sophistication and elegance. Soft and approachable, its cherry fruit flavors are complexed with herbs, such as sage and thyme, and a rich earthiness.",90,25.0,Red Blend,False,None,"['Pinot Noir', 'dry red wine', 'sophistication', 'elegance', 'soft', 'approachable', 'cherry fruit', 'herbs', 'sage', 'thyme', 'rich earthiness']"
US,"An easy drinking dinner wine, dry and balanced, with smooth tannins and plum, blackberry and coffee flavors. Has a rich, blueberry-muffin taste on the finish.",85,16.0,Merlot,False,None,"['easy drinking', 'dinner wine', 'dry', 'balanced', 'smooth tannins', 'plum', 'blackberry', 'coffee flavors', 'rich', 'blueberry-muffin finish']"
Italy,"Catches your eye with its brassy hue, and also makes its mark with an overtly sweet nose of peach blossom and melon. In the mouth, however, it struggles a bit, offering cider and melon flavors on a soft, rather punchless palate.",83,13.0,Grechetto,False,None,"['brassy hue', 'sweet nose', 'peach blossom', 'melon', 'cider', 'soft palate', 'punchless']"
Spain,"This is cool on the nose, with tree bark and tobacco aromas that come together well. Tannic and stout, it's not punishing, with a roasted black-fruit flavor and a backing of espresso bitterness. This shows a syrupy side and also raw power. Drink now–2018.",90,44.0,Tempranillo,False,None,"['cool on the nose', 'tree bark', 'tobacco aromas', 'tannic', 'stout', 'roasted black-fruit flavor', 'espresso bitterness', 'syrupy side', 'raw power', 'Drink now–2018']"
Italy,"A beautifully executed wine, this has fine aromas of cola, red currant, licorice, blue flower and moist earth. The texture is long, smooth, silky and elegant texture. There's a touch of menthol on the finish.",92,56.0,Nebbiolo,False,None,"['fine aromas', 'cola', 'red currant', 'licorice', 'blue flower', 'moist earth', 'long texture', 'smooth', 'silky', 'elegant', 'menthol finish']"
US,"Still dependable despite changes in ownership, this winery again delivers an elegant, well-made wine. With this vintage, it veers more toward herbaceous notes than fruity ones. The dominant flavors are of green olives and sweet bell pepper. Don't think, however, that it's lean. Oak provides fatness, and the right foods, like grilled red meat, will coax out the berry sweetness.",87,22.0,Cabernet Sauvignon,False,None,"['dependable', 'elegant', 'herbaceous notes', 'green olives', 'sweet bell pepper', 'oak', 'fatness', 'grilled red meat', 'berry sweetness']"
US,"Very, very sweet in residual sugar, with powerful flavors of apricots, honey, oranges and vanilla. A bit soft, but the luscious sweetness is what makes it work.",88,25.0,Chardonnay,False,None,"['very sweet', 'residual sugar', 'powerful flavors', 'apricots', 'honey', 'oranges', 'vanilla', 'soft', 'luscious sweetness']"
Spain,"Mild peachy aromas are friendly but nothing serious or intense. This varietal Macabeo feels citrusy, while lightly bitter flavors of almond skins, citrus pith and green melon finish with simplicity and a note of nectarine.",85,9.0,Macabeo,False,None,"['peachy aromas', 'citrusy', 'almond skins', 'citrus pith', 'green melon', 'nectarine']"
France,"Ame means the spirit, the soul, and Alain Rotier believes this wine expresses the true nature of his Gaillac estate. On that basis, it's a place of great perfumes, coming through in the wine from wood as well as chunky black fruits. It is a relatively soft wine, the concentration in the dense fruit rather than the tannins.",91,40.0,Duras,True,France,"['Ame', 'spirit', 'soul', 'Alain Rotier', 'Gaillac estate', 'great perfumes', 'wood', 'chunky black fruits', 'soft wine', 'concentration', 'dense fruit', 'tannins']"
US,"This is bone dry, with plenty of acidity and tough tannins. It's not offering much relief, despite an evident core of blackberries, currants and cherries. Those tannins really lock the palate down, like a sandpaper straitjacket on the tongue. But you have to consider its origin in Yountville, a cool area noted for ageable wines. It hould begin to resolve its difficulties by 2016.",91,50.0,Cabernet Sauvignon,True,US,"['bone dry', 'acidity', 'tough tannins', 'blackberries', 'currants', 'cherries', 'Yountville', 'ageable wines', 'resolve', '2016']"
Italy,"Packaged in a modern screwcap bottle, this friendly blend of Ribolla Gialla with smaller percentages of Friulano and Riesling delivers a bright golden color and lively fruit aromas of stone and passion fruits. The wine is crisp and lively in the mouth and perfectly captures the spirit of winemaking in Northeast Italy.",89,34.0,White Blend,True,Italy,"['Ribolla Gialla', 'Friulano', 'Riesling', 'bright golden color', 'lively fruit aromas', 'stone fruits', 'passion fruits', 'crisp', 'lively', 'Northeast Italy']"
US,"A bit raw and rustic in texture, with a briary, green peppercorn mouthfeel that's scoury and tart in acids. Couple that with berry-cherry fruit, and you can a Zin that tastes sweet-and-sour. But it's very Zinny, and will wash down barbecue with ease.",84,28.0,Zinfandel,False,None,"['raw', 'rustic', 'briary', 'green peppercorn', 'mouthfeel', 'scoury', 'tart', 'acids', 'berry-cherry fruit', 'sweet-and-sour', 'Zinny', 'barbecue']"
US,"Will appeal broadly to many Pinot lovers for its soft, lush array of flavor. Raspberries, cherries, red currants, licorice and bacon all lead to a long, spicy finish. Trades complexity for immediate appeal, so drink up.",88,50.0,Pinot Noir,False,None,"['Pinot', 'soft', 'lush', 'flavor', 'raspberries', 'cherries', 'red currants', 'licorice', 'bacon', 'long', 'spicy finish', 'complexity', 'immediate appeal', 'drink up']"
US,"Too heavy and soft, like a melted mocha-raspberry sundae. Lacks structure, which makes it taste too sweet.",82,10.0,Cabernet Sauvignon,False,None,"['heavy', 'soft', 'melted', 'mocha-raspberry sundae', 'lacks structure', 'too sweet']"
US,"Birch Creek Vineyard provides the fruit for this stainless-steel-fermented and aged wine. It offers notes of custard, lees and herbs. The clover flavors show a richer feel but the concentration doesn't all seem to be there, trailing toward the finish.",87,36.0,Sémillon,True,US,"['Birch Creek Vineyard', 'stainless-steel-fermented', 'aged wine', 'custard', 'lees', 'herbs', 'clover flavors', 'richer feel', 'concentration', 'finish']"
Italy,"Almost stewy but not totally over the top. The nose offers more earth and oak than brightness, while the palate is herb-infused, with berry and tomato. Fairly classic in style, but not as fresh as desirable.",84,20.0,Sangiovese,False,None,"['stewy', 'earth', 'oak', 'brightness', 'herb-infused', 'berry', 'tomato', 'classic', 'style', 'fresh']"
US,"Very dry and a little earthy, with a dusty hay or dried straw quality to the tangerine, sweet lime, lychee, peaches and cream flavors. An interesting, crisp Chard with plenty of nuanced complexity.",91,30.0,Chardonnay,False,None,"['very dry', 'earthy', 'dusty hay', 'dried straw', 'tangerine', 'sweet lime', 'lychee', 'peaches and cream', 'crisp', 'nuanced complexity']"
US,"Smells and tastes ungenerous, probably due to unripe grapes that give an earthy, vegetal taste to the wine. Not going anywhere, so drink up.",83,24.0,Red Blend,False,None,"['ungenerous', 'unripe grapes', 'earthy', 'vegetal taste', 'not going anywhere', 'drink up']"
US,"Nice, rugged mountain Zin, with the briary, brambly tannins and peppery taste of wild berries freshly picked off the vine. Alcohol adds heat and structure, and time in the barrel has softened the tannins. This might just be the perfect backyard barbecue red wine.",86,16.0,Zinfandel,False,None,"['mountain Zin', 'briary', 'brambly tannins', 'peppery taste', 'wild berries', 'alcohol', 'heat', 'structure', 'barrel', 'softened tannins', 'backyard barbecue red wine']"
France,"Moody, complex and brooding, this is a superb wine and an exceptional value. Purple violets, black forest cake, cocoa nibs and espresso granules all abound on the nose, backed by dark juicy black raspberries. Full and firmly structured in the mouth with notes of pepper, tea, smoked meat and black fruit on the palate.",93,28.0,Syrah,False,None,"['Moody', 'complex', 'brooding', 'superb', 'exceptional value', 'purple violets', 'black forest cake', 'cocoa nibs', 'espresso granules', 'dark juicy black raspberries', 'full', 'firmly structured', 'pepper', 'tea', 'smoked meat', 'black fruit']"
Spain,"A real surprise! Who in their right mind could expect so much quality from a Cab Franc-Tempranillo blend from Penedès? But try it and we guarantee you're going to like it. The nose is meaty, ripe and round, while the palate features pure core fruit backed by chocolaty warmth. With kick as well as subtlety, this is a bargain hunter's dream. Imported by Grapes of Spain.",91,12.0,Red Blend,True,Spain,"['Cab Franc', 'Tempranillo', 'Penedès', 'meaty', 'ripe', 'round', 'core fruit', 'chocolaty warmth', 'kick', 'subtlety', ""bargain hunter's dream""]"
US,"Another good job at a relatively inexpensive white variety from Clos du Bois. With Lake and Sonoma county grapes, the wine shows good Sauvignon Blanc character. Dry and crisp, it's savory in lemongrass, grapefruit and peach flavors that are lightly oaked.",86,14.0,Sauvignon Blanc,True,US,"['Clos du Bois', 'Lake County', 'Sonoma County', 'Sauvignon Blanc', 'dry', 'crisp', 'lemongrass', 'grapefruit', 'peach', 'lightly oaked']"
US,"A touch of oak influence lends smokiness to the lime, Meyer lemon and tropical fruit flavors. With its crisp acidity that creates a sweet-and-sour taste, this wine is for drinking now as a cocktail sipper or with ham or Chinese food.",85,15.0,Sauvignon Blanc,False,None,"['oak influence', 'smokiness', 'lime', 'Meyer lemon', 'tropical fruit', 'crisp acidity', 'sweet-and-sour taste', 'cocktail sipper', 'ham', 'Chinese food']"
US,"A very tasty wine, loaded with fleshy, fruity flavor. The dominant note is fresh cut pear, dappled with cinnamon spice. Round and balanced, it's a delicious bottle with just a slight hint of residual sweetness.",88,16.0,Pinot Gris,False,None,"['tasty', 'fleshy', 'fruity flavor', 'fresh cut pear', 'cinnamon spice', 'round', 'balanced', 'delicious', 'residual sweetness']"
US,"Nice aromas of pie crust, red fruit and some barnyard lead to a tart, simple wine with watered-down flavors of red berry.",81,20.0,Cabernet Franc,False,None,"['aromas', 'pie crust', 'red fruit', 'barnyard', 'tart', 'simple wine', 'watered-down flavors', 'red berry']"
US,"This is a bold, densely structured wine with vanilla-cream, orange-soda and pineapple-custard flavors. There's good acidity, but it appeals to the modern style with it's ripe, straightforward feel.",85,25.0,Chardonnay,False,None,"['bold', 'densely structured', 'vanilla-cream', 'orange-soda', 'pineapple-custard', 'good acidity', 'modern style', 'ripe', 'straightforward feel']"
US,"Another lovely Gewurz from Navarro. Made with neutral oak fermentation, it's rich and crisp and spicy, with a mélange of exotic fruit and wildflower flavors.",89,19.0,Gewürztraminer,True,US,"['Gewurz', 'Navarro', 'neutral oak fermentation', 'rich', 'crisp', 'spicy', 'exotic fruit', 'wildflower flavors']"
US,"With off-dry flavors of ripe lemons, limes and vanilla, accented with brisk acidity, this simple wine will pair well with sweet Chinese and Vietnamese foods, and the price is right.",84,12.0,Sauvignon Blanc,False,None,"['off-dry', 'ripe lemons', 'limes', 'vanilla', 'brisk acidity', 'pair well', 'sweet Chinese foods', 'Vietnamese foods', 'price']"
US,"A pretty good Pinot Noir, dry and elegantly constructed, with crisp acidity and a backbone of tannins. The flavors of raspberry and cherry fruit are delicious, but the texture is scoury and a little warm, even though the alcohol is relatively low.",86,30.0,Pinot Noir,False,None,"['Pinot Noir', 'dry', 'elegantly constructed', 'crisp acidity', 'backbone of tannins', 'raspberry', 'cherry fruit', 'delicious', 'texture', 'scoury', 'warm', 'low alcohol']"
US,"Polished and sophisticated, with lush green apple, pineapple, buttered toast and cinnamon flavors. Likeable for its balance and sheer drinkability.",88,20.0,Chardonnay,False,None,"['polished', 'sophisticated', 'lush green apple', 'pineapple', 'buttered toast', 'cinnamon', 'balance', 'drinkability']"
Italy,"From young vintner Giovanni Abrigo in the Treiso area, this is a lovely expression of Barbaresco with immediate aromas of cherry, cassis, spice, smoke, leather and tobacco. The wine is approachable now, but it's also built to last: natural concentration, bright fruit flavors and acidity will hold ten years or more.",93,35.0,Nebbiolo,True,Italy,"['Barbaresco', 'cherry', 'cassis', 'spice', 'smoke', 'leather', 'tobacco', 'approachable', 'natural concentration', 'bright fruit flavors', 'acidity', 'ten years']"
Spain,"Rooty and earthy smelling, this has aromas of leather, cassis, tobacco, dried cheese and cola. It feels rich and nicely textured, with firm but friendly tannins that set up tobacco, coffee, mocha and roasted berry flavors. It's chocolaty in an uncanny way on the finish. Drink now through 2018.",93,70.0,Tempranillo,False,None,"['rooty', 'earthy', 'leather', 'cassis', 'tobacco', 'dried cheese', 'cola', 'rich', 'textured', 'firm tannins', 'friendly tannins', 'coffee', 'mocha', 'roasted berry', 'chocolaty', 'finish', 'drink now through 2018']"
Italy,"Without a doubt one of the most successful vineyard crus in Barbaresco, Rabajà delivers unique intensity and sophistication. You'll notice aromas of black fruit, spice, tar and licorice and there's good balance between the wine's acidity and its tannic structure. Pair this wine with roasted pork stuffed with prunes.",91,52.0,Nebbiolo,True,Italy,"['Rabajà', 'Barbaresco', 'intensity', 'sophistication', 'aromas', 'black fruit', 'spice', 'tar', 'licorice', 'balance', 'acidity', 'tannic structure', 'pair', 'roasted pork', 'prunes']"
France,"Michel Laroche has been branching out of Chablis in recent years and his southern French effort has some chlorine notes along with aromas of mint and sweet wood. The power is up there, but there isn't suppleness to match. The palate pulsates while the finish is dark and sharp, with a burnt flavor.",82,7.0,Merlot,True,France,"['Michel Laroche', 'Chablis', 'chlorine notes', 'aromas', 'mint', 'sweet wood', 'power', 'suppleness', 'palate', 'finish', 'dark', 'sharp', 'burnt flavor']"
US,"Like almost all of Reverie's Cabernets on release, this one needs time in the cellar. Tasted in fall 2011, it's tight and grapey, with blackberry jam flavors girded by a firm, stony minerality and sweet, but hard, tannins. Give it 6–8 years.",92,75.0,Cabernet Sauvignon,False,None,"[""Reverie's Cabernets"", 'tight', 'grapey', 'blackberry jam', 'stony minerality', 'sweet tannins', 'hard tannins', 'cellar', '6–8 years']"
US,"This pure Mourvèdre begins well, offering a full palate of varietal flavors that are built upon a mix of citrus and ripe tree fruits, along with accents of leaf and forest. It turns soft and seems a bit overripe, running into a rather short finish.",87,35.0,Mourvèdre,False,None,"['Mourvèdre', 'full palate', 'varietal flavors', 'citrus', 'ripe tree fruits', 'leaf', 'forest', 'soft', 'overripe', 'short finish']"
US,"Here's a bone-dry, crisply acidic and ultraclean Sauvignon Blanc. Its lemongrass, lime and grapefruit flavors are savory and bright, and accented with a cold streak of stony minerals.",87,20.0,Sauvignon Blanc,False,None,"['bone-dry', 'crisply acidic', 'ultraclean', 'Sauvignon Blanc', 'lemongrass', 'lime', 'grapefruit', 'savory', 'bright', 'cold streak', 'stony minerals']"
Italy,"Here's a simple and fruity Nero d'Avola that offers fleeting blackberry and tart red-cherry flavors alongside fresh acidity. Pair this with pizza or with other everyday, informal meals.",85,13.0,Nero d'Avola,True,Italy,"[""Nero d'Avola"", 'fruity', 'blackberry', 'tart red-cherry', 'fresh acidity', 'pizza', 'informal meals']"
Italy,"A sub-brand of Riunite, Albinea Canali's Ottocentonero shows simple, easy lines with raw fruit, cherry and almond paste. It's a dry Lambrusco without some of the bitterness you sometimes encounter with these wines.",84,13.0,Lambrusco,True,Italy,"['Riunite', 'Albinea Canali', 'Ottocentonero', 'dry Lambrusco', 'raw fruit', 'cherry', 'almond paste', 'bitterness']"
